source,target
11355,9810482
9805500,9712438
9505430,9307259
6278,9810535
9707308,9612217
9807308,9309240
211170,206024
12291,9906413
9910262,9806344
208148,2136
9809526,9804327
9612424,9401295
9811431,9806337
106093,102215
301180,204029
110237,9910420
301039,3033
10070,9911456
201300,9904504
301061,9808296
207366,205038
9903417,9804398
211034,9905202
9910237,9908386
110161,9803315
9810457,9803391
9909267,9808359
9908217,9901405
108024,6124
211432,9901252
209023,112260
9705300,9606411
7334,9901208
9807250,9610529
9707495,9511205
211450,207107
101092,9908382
211334,206078
8192,9211249
9911233,9812471
205195,9804339
201291,9905381
9312222,9205230
9905215,9812397
9910387,9906469
9708402,9504426
9809350,9603202
107174,9409281
110108,10017
9601289,9512318
9610365,9310261
9912467,9404343
9512371,9407372
9508220,9409344
111203,3219
301228,212377
9908378,9203223
210376,103008
9804275,9409382
8127,9504378
6001,9607214
9709234,9308271
112040,9306320
9702223,9504336
201003,9807367
4163,9806416
9411320,9310291
9611431,9504382
9710465,9305309
9312276,9210213
301024,9712401
203190,9708498
9707497,9311222
3102,9803432
209365,4234
9702345,9509414
105329,9804219
206311,106275
9161,9804460
9712527,9705292
9809284,9803356
9903274,9612337
9911224,9602307
201226,111047
207087,9506461
101035,9208230
5118,9906206
106203,9509268
3124,9808360
208027,9904355
9707518,9312235
9904500,9903361
1159,9604393
9507220,9302307
104184,9709395
204296,9804285
9704224,9609487
108085,106232
9512220,9211214
12045,9604305
1006,9807228
9908431,9903496
9706279,9403237
9408325,9206246
302112,207300
202271,9403226
9911274,9907466
9908343,9702353
9611204,9501334
9903260,9711287
207164,206021
9711319,9603276
5048,9209205
9405322,9301281
9905556,9812368
108206,9909334
9706213,9302225
4115,9911317
205261,204253
208262,208096
3304,9801222
9811239,9703437
205016,9903217
211363,9903358
9611377,9606289
9506260,9211321
208066,9910290
105171,9307230
107105,9307221
9807337,9604416
9804379,9711405
207231,6014
7270,5261
9808328,9801412
3295,9810373
302082,5173
1039,9302316
9707408,9508403
9809505,9705219
9912294,9903403
9710393,9605365
9606356,9409243
9912338,9612237
9805351,9804320
106194,9306320
9802422,9609444
302193,201183
12372,9411220
9511454,9401226
103087,9609449
9905251,9312343
209135,9701328
301097,9602234
9711232,9303230
9803398,9703290
201291,9710371
103164,9511392
5195,9911289
9801360,9703262
7017,2116
9512379,9510301
108034,12304
301171,207013
9907543,9607217
9906229,9801353
9706475,9612426
9805410,9711488
9904315,9707317
9712305,9704457
109051,9906264
7169,2127
202181,9408317
109171,10030
9610471,9405304
208142,9901389
211155,206057
9810510,9405239
103313,9612326
7004,9809272
9703382,9703214
210104,9704255
211111,111172
301248,9810232
9807448,9610231
9610271,9303202
103186,9802373
1134,9906475
9705234,9407293
102205,9612464
106131,9805461
110407,11056
9804460,9404201
105014,9805470
106004,9304255
102078,9503439
205033,205024
9904330,9602366
2136,9905361
9805494,9803450
11356,9409419
9707304,9706271
204213,9707481
210371,104283
103090,10293
9509329,9404281
209117,204314
9806329,9606223
9912274,9709264
9502323,9407287
9703372,9609320
109090,9510286
209131,204286
112139,2267
9906496,9608458
9709417,9612264
5218,9906406
9712209,9602396
102052,9909425
302101,9604388
9906378,9602233
7266,5261
9912450,9407389
9610294,9411303
108224,106221
6136,9705253
9501375,9408276
9811359,9207235
102254,9511392
105190,9410333
2147,9804400
9812493,9811323
301184,9906366
10026,9712201
5290,9305338
9703376,9601309
5080,9903435
6259,9609360
9709278,9606308
9905245,9706348
302213,208123
301028,210303
105223,9712537
9910382,9604441
11162,9809572
110349,101009
9903365,9707436
12073,9211292
9610468,9608307
9707391,9410384
104100,5123
301018,9907498
9907285,9605446
207351,9903413
9712539,9612449
9907382,9510213
107270,104308
9706425,9405241
9508340,9308317
210210,9805434
11123,9902218
9903250,9802314
9808412,9610224
12336,9812205
210142,106320
9704204,9604331
9912260,9210242
9712249,9306251
3020,1134
9804298,9412295
102074,9610231
11143,9403290
9703362,9405296
9707476,9303249
9801336,9208254
9811285,9810340
9409342,9309293
9803218,9803476
102174,9910499
6251,9407286
9705418,9504312
211071,9409419
9709383,9703246
9910211,9608450
9306213,9210235
108065,107318
5167,9901388
9610445,9404270
210416,9705442
9810321,9512264
9511426,9511266
108177,9910286
9910404,9906209
9902484,9609388
203032,9911252
9910332,9901330
9909490,9705337
111198,9808425
9604225,9304225
9603382,9512364
9806317,9309246
207108,2210
204018,9609385
112260,9504371
9610511,9508204
203214,109277
205303,9904216
102279,9901299
103119,302003
103094,5015
9710401,9704347
1226,9711410
112069,9807278
211121,9407372
9612455,9403371
9806487,9707435
111139,9509213
210217,9911436
9703238,9610276
9911374,9909474
102238,102146
208043,9705469
9906448,9802426
9808201,9509279
105180,1019
205023,6125
9905548,9706526
9910457,9501334
9807532,9707323
12156,9601387
211029,206141
212218,9901360
9807278,9610477
9802235,9601243
211367,204275
112119,111030
103090,9701372
9812238,9305284
9907491,9903453
9801222,9706484
9903387,9712319
9905437,9708300
9802329,9403397
7326,9704312
201071,9901342
9912273,9903353
9602305,9406354
5050,9602250
9609312,9402283
203129,9711478
105161,9802394
8327,9907240
104184,9507282
9508408,9505288
208042,9209205
9905211,9603366
9903217,9803214
211324,9903282
9709331,9702225
9912233,9403229
9802428,9701226
104166,12313
8334,5134
4053,9903538
110287,10077
209210,11363
302031,6068
202031,108159
301051,9411314
101264,9411439
9905251,9403224
9607317,9405398
9909381,9903282
10225,9711396
301261,205340
211004,9710544
106082,9210235
104205,10205
209309,105267
2039,9506380
302158,107157
9505232,9412394
7281,9905240
9710406,9709264
9602361,9405392
107040,9911243
9608475,9607297
9255,9807358
9805358,9312210
9709288,9612446
9706307,9503263
9803385,9512330
9908531,9907555
9612400,9601332
9902298,9410231
9706423,9702293
9808408,9808217
210166,9707259
9812434,9712372
9906339,9901331
302057,9609393
9612262,9310311
103008,9708393
9603217,9511381
9912514,9806437
9912455,9806292
212127,211264
6228,9806499
108044,9811514
9911229,9906234
9512433,9506452
103096,3296
106351,9706494
9908209,9803315
9802407,9712362
101333,9611218
12259,9908505
112145,103305
210155,9706281
9611353,9404225
209089,102017
9808406,9612397
9707322,9608479
202139,110122
9405404,9209274
9801272,9302210
9503366,9311306
105028,9911245
9903343,9609279
9807212,9705221
207254,109287
110189,9808301
9908286,9609451
207347,204253
9610323,9607362
9703438,9602374
2240,9508403
9707344,9705275
209297,9908433
209114,9912311
111389,9803314
101068,9907520
9712212,9406319
9908427,9406390
9037,9902440
211252,206110
9512425,9410284
9711452,9303281
9809237,9612383
9506455,9504378
101250,9903544
4191,9512364
9709208,9506382
9908202,9905338
108264,9503445
9801456,9308246
103145,9906209
301073,112247
9707430,9602234
9709356,9707475
206159,9609381
204033,110214
110092,9512364
12300,9801251
9710270,9604317
8279,9907240
9912364,9807358
9905290,9607461
9907550,9903365
10230,9309289
211252,204286
110080,9706344
9706486,9702365
101148,10178
9505289,9304225
103263,5297
9912291,9806339
210390,9408406
110046,9904353
212002,9907319
9701372,9304240
9912406,9701412
9707482,9703349
9903486,9508379
9512419,9506374
9706334,9306337
9802266,9504286
204100,9810291
9903259,9503280
104269,9904404
9909249,9907532
211331,105182
207108,9701231
9705222,9607389
202122,9404339
9802378,9602235
9910353,9708363
211462,9604364
203074,111360
106057,4247
202067,107078
9607415,9604339
9711316,9701273
202122,105064
210296,112247
9705296,9605446
202021,111059
103127,102204
9712323,9405207
206124,109257
9808284,9609487
9706341,9812448
301095,103065
9802306,9209210
11313,9502401
9807568,9710209
202023,9509201
301275,9604404
9809302,9711246
110287,3161
103165,9207279
9905296,9810260
9905214,9810359
9305322,9309234
302186,9411278
9609357,9501287
201304,9507422
5020,9403400
9909529,9806344
7068,9807251
206072,111042
9803210,9707244
9601340,9509356
9706298,9704317
9610518,9405204
107305,9909334
9066,1101
105322,9407344
11363,9601371
106250,8090
9611239,9307342
9903337,9505230
110362,3091
203151,9411438
9709511,9703211
9902392,9808355
9404267,9205205
3142,9809386
107131,9702376
9807552,9712389
9508239,9411444
9503230,9210233
9410288,9311313
9503314,9308365
107325,9710473
9707317,9703209
102223,9612394
1229,9607259
201224,9805219
103025,9704262
9807262,9504316
110183,9608357
9604416,9403283
7041,9706482
8134,4085
205044,9903448
209174,9810392
12049,9703313
109154,9801271
12103,9904378
9606363,9507363
9808485,9712290
9603243,9405421
202054,9301290
9409437,9212203
9507291,9211260
105227,9905411
9708367,9601277
9506353,9207240
9508316,9302210
1293,9711426
112238,3186
9707354,9408306
9810471,9806442
6081,9905366
9503265,9405261
9612378,9605303
106202,9702287
5122,9808263
12056,7227
112278,102098
9702226,9501384
109286,9703220
9711356,9303230
301202,9905329
204335,105124
9708426,9702376
9912457,9911258
302146,4232
10174,9504327
9901261,9410280
207163,108092
2157,9512218
9612324,9407407
111315,102343
9606435,9505322
203264,102209
11371,9706258
9706319,9704324
101258,10100
1183,9301244
9710203,9509313
9806356,9312264
9606233,9412309
101114,9502247
9901224,9504319
9901265,9704274
111069,109106
9610347,9411244
9912495,9808406
102181,9808459
9901427,9402253
8303,9809371
9405313,9402254
9501375,9404201
9909318,9606388
4152,9306320
9809553,9603202
9119,9906428
103134,9806340
208251,9512369
111303,9303309
9702208,9605326
9811265,9706428
9512219,9211304
9907252,9405368
212263,103062
11189,9810452
9908252,9806303
9902273,9702305
9907419,9512271
9707439,9703390
9811235,9703435
9704359,9612225
9909444,9911502
301222,5152
107069,102324
206077,9712201
106163,12125
302066,6051
9911337,9903544
101342,9212305
103024,9703351
107181,9904282
211115,110072
9701347,9502283
10122,9805442
204316,9806467
9903424,4075
204224,101269
211062,207035
9711274,9610551
105095,12232
202110,9208251
203229,105096
12354,9906469
107234,9406220
9406209,9307241
104214,9710234
9905486,9902332
9909229,9907342
9810301,9411380
9607403,9510308
9183,4169
7305,1130
9805341,9504378
210327,9911496
105231,9508276
9312210,9301265
9704253,9502297
9504284,9403256
203105,9907231
109254,9804349
2205,9602340
212093,211241
8272,9710550
9804458,9510403
2178,9811337
9710552,9208260
109097,104024
9610416,9601324
9902466,9801222
203003,12140
9604441,9503241
302031,9705252
101147,12007
9606302,9503204
9805309,9408248
9708437,9706288
3238,9705292
102188,9809403
9912457,9909425
7313,9507262
2149,9908513
9408401,9401246
9308209,9206238
5260,9311269
9906485,9905239
9902478,9805302
9503356,9409232
9904210,9806376
9903488,9810275
205212,9912330
9803479,9405365
103090,6335
301236,212027
9709511,9612464
5247,9403290
205272,106012
9605465,9503404
212151,9704448
110072,9707423
9703365,9509311
208076,105267
9804453,9710301
9909353,9706274
11352,5049
302201,301092
9607447,9507329
9808401,9701286
9709395,9504314
105271,9907408
103086,8143
204192,9208251
111176,4266
9712442,9411211
9912374,9410361
105325,9504378
207207,9905360
206289,9509320
9902438,9603400
105077,9803315
101284,9903389
9408401,9405304
9801328,9411303
10176,9801262
9712442,9610499
9610245,9602246
9811369,9703212
12088,9907435
301188,9712318
3122,9909260
9805243,9610451
204283,9410260
9510286,9408229
9803279,9305287
9910415,9906434
5110,9712494
207313,9701419
9704389,9702423
9807220,9405407
302141,301040
201227,9710416
9704345,9607411
107206,9802394
203166,9712222
9908381,9406241
9503366,9210211
9908234,9802369
209164,208185
207247,9707477
3275,9707301
9407339,9207214
9907369,9902430
9501339,9301225
9906463,9604443
9911355,9601360
9706545,9302225
9907504,9605456
9909217,9810435
12136,9807251
9505397,9405410
109075,5181
9802275,9502237
103121,9711469
7339,9306320
9910537,9909292
301023,102083
9907285,9907281
9911264,9810291
102219,9406392
302210,209026
9906422,9611454
5306,9807406
207206,9710463
107139,9501213
7313,2116
9711485,9208213
104168,2163
105195,9808378
9910516,9712495
12132,9810206
208121,205098
9911296,9908433
302180,110083
207313,9912402
302043,9255
302004,6032
101353,2115
206065,205007
9305324,9209231
205214,11260
9906205,9706344
9806517,9806384
9709511,9609434
301082,110121
9608473,9510245
203056,9811334
9704414,9506399
9804310,9606226
105302,9802299
9906325,9804224
11200,9608251
211113,102074
9812501,9508365
202010,9708220
207065,9909255
9504268,9503275
12026,9802273
5167,9809368
3195,9909295
9512365,9409246
9182,9611415
205319,110325
9510278,9204229
209211,106067
9704301,9709344
1204,9603212
110197,102047
11082,9904378
105279,9512380
9903226,9308246
108274,9406363
9805368,9504246
9808313,9308246
9805450,9608210
302255,7159
106132,3313
9907261,9704361
202074,9808272
210038,9807423
9706299,9606289
9909317,9903404
2044,9507462
9905466,9612490
101292,9812530
210083,1001
110171,9810322
212116,112189
301023,9306270
107111,9511288
9908382,9701231
9508408,9409440
207145,9912464
203056,111164
3215,9906478
9802352,9302303
104283,9901442
9501349,9210238
9811313,9502298
6049,9801271
1287,9711440
9409311,9405400
9906234,9708329
210398,9610269
11301,4215
102098,9703293
208091,9307364
210445,210359
9607261,9503454
9230,9704452
211393,206162
1151,9408297
9803437,9512248
101213,9501279
9712436,9709399
108002,9409329
9408308,9405356
9903387,9803416
207330,9710438
11195,3184
205199,201228
11335,9309216
7078,9402266
9607362,9410203
9603391,9303219
9901238,9603400
9610447,9404201
9902474,9809468
204279,9610533
9712269,9702299
9506355,9302248
9811256,9707535
9802252,9601367
9702291,9602334
9911532,9807286
210204,202122
9904333,9806403
9803330,9703420
9801269,9507437
9704350,9506374
9503383,9306314
210424,2287
9710410,9406274
111192,9503351
3188,9501281
9702390,9603441
12204,9705292
9911431,9506282
110024,9708313
103123,9503411
9803458,9208236
9809545,9704423
9603342,9408392
4098,9810532
106125,102060
105123,101345
201226,9912408
9608430,9512387
9703431,9607292
9512327,9310208
103065,12333
9712467,9711391
9703463,9302210
9801342,9706211
208267,9802419
8295,9508297
1163,9903542
105155,9808462
208015,9908248
111085,108056
9705442,9308295
9912236,9808299
4132,9811480
11135,2166
212123,9701229
110340,9602415
209074,9503381
9903453,9807508
9903243,9508325
9902324,9810286
9907422,9407389
12318,10312
108239,101175
302214,6032
9706489,9608306
204053,9803316
9701409,9409326
7184,9807504
9902301,9511210
3022,9807423
9804324,9406300
9612417,9406211
212195,106335
105298,9712290
102058,7006
103090,4069
9811417,9704201
1303,9910537
9707213,9410267
211178,9806402
9311346,9304245
203080,9911323
205234,9802314
209111,9803445
9912349,9911504
104117,2071
1088,9908232
112008,9612433
9804319,9509204
9912218,9908271
9507412,9403384
9708279,9607372
9358,9503291
9811410,9712388
9905500,9904220
301219,9711201
104018,9704402
205241,9805262
9905263,9903327
209193,9907471
9607353,9605312
206307,9806292
9807457,9507299
9905251,9702443
104095,9803309
9501418,9308246
9603418,9508402
108092,1202
9602396,9511261
106232,101231
7174,9907428
9905381,9505402
9608470,9606254
9811460,9805272
5123,9801306
7191,9903436
202275,102331
204031,9904488
9910487,9903512
103342,12125
2301,9303320
202270,107256
101187,9336
9812447,9610335
106267,9504316
9605357,9403292
103191,9211211
204187,102181
211197,9612313
9807287,9402283
9705260,9701360
101206,9607485
110093,108103
9711410,9612292
105008,9703358
104245,5316
9803479,9401265
9803351,9607254
9708234,9305332
9610265,9605264
9908231,9209251
105155,9507344
104099,2268
9407388,9209239
106114,11241
212003,9905379
301131,202257
6154,9708392
9705417,9506467
211434,9909506
9407297,9301253
202162,9704448
9412332,9411413
108247,103125
105085,9602366
103095,9708264
9703353,9304257
9507384,9307364
111233,104186
9701310,9605347
9910365,9905461
302110,9504326
102343,9506452
9903449,9801238
9605202,9505371
212350,9501394
9905387,9807494
104033,103314
9807557,9304241
9907495,9708386
9505392,9303270
103310,9911245
105018,11078
9808292,9607401
104242,102270
9801420,9708222
9610252,9505315
111362,104108
102184,9906487
205075,107164
206080,9806540
9702310,9503208
9906300,9304225
9609263,9409374
207364,9409375
11171,9407289
9510238,9408287
202205,9906419
9708409,9502298
202258,3312
8295,1307
9711290,9612301
9701305,9410240
9903250,9811495
9504234,9311248
112238,111066
9603282,9405313
9910255,9811440
9411398,9301265
9907290,9605353
9406423,9310320
101205,9801324
9807278,9702299
9408206,9307345
208005,207277
9908306,9711262
9911395,9908435
301056,108144
111223,9246
9912232,9803445
9709232,9608205
6266,1005
9912496,9811501
9701404,9308246
9103,9705252
211368,204100
9805309,9804394
111143,9602374
209132,2154
9911273,9605357
9607303,9508379
9910214,9701423
9903389,9305241
9710440,9401219
9906553,9811352
9604210,9310316
209135,8236
109010,9908317
9504431,9411260
212375,9610449
302193,10175
9802300,9211321
9806530,9504245
104199,9912408
9603384,9401265
9710210,9708417
1025,9703286
9909554,9505340
201282,9701336
210170,9905474
8213,6224
9808284,9506354
9805201,9707369
102051,9806358
9905222,9901316
9611347,9408376
9707491,9412334
9909228,9809338
204037,107039
9609529,9608224
9712433,9711515
107116,9705477
107266,9409329
9811211,9604387
112329,108193
106255,3246
9905310,9904312
9612352,9306289
4128,9905221
109162,9707435
9908530,9811448
9711217,9705292
9709291,9704287
1232,9507418
9909236,9906202
103014,9703319
302264,10245
7280,9704244
105005,9507386
9905290,9303320
9709377,9707366
9604323,9408207
302103,207012
9603400,9601349
5096,9606337
5305,9705333
9601354,9501263
11055,10003
201287,108182
5244,9706239
9808205,9805249
9806474,9712466
9902280,9812355
9812392,9309283
6140,9911422
201052,108172
105228,9306309
208078,9712464
205271,9709449
9705293,9409418
11083,6232
9608358,9409421
202131,101183
9612366,9304225
9609297,9211292
9701240,9610292
110276,9810315
9704376,9704277
9610518,9511454
9712434,9508325
112153,110267
9908303,9711223
9612444,9606221
9702300,9512363
205098,112206
9704376,9609357
212057,9911341
11007,9708275
211001,107220
1101,9504342
9809315,9806400
204338,9905282
9612356,9501376
109085,9606399
3073,9707354
9812376,9603348
9803361,9803237
101058,9802307
301272,9908288
9708339,9505405
302009,7323
108191,11306
103022,9807399
5315,9706534
109063,9612202
1216,9912306
111466,9407290
9602207,9511259
9804374,9603213
9707540,9305275
212137,105245
9912436,9211322
9902483,9707448
1206,9508388
9707510,9205238
6098,9405218
207339,9701244
206110,204100
11153,2147
9912435,9707203
9905577,9902263
9607444,9408404
9904507,9805279
9709242,9205233
204246,9210218
9909462,9211256
102128,6307
9601265,9403264
105030,9512329
9910441,9606260
205231,9807297
4230,9502417
9709468,9410345
9910474,9806223
2063,9912231
204031,9908505
301068,9508343
12296,10217
8291,9302225
1247,9909255
9905395,9805217
212201,5100
205301,10254
103217,9902341
9412302,9401209
103060,7198
9509258,9212212
203137,9908317
9909294,9811291
9807502,9705366
302037,9306320
10124,9907319
9907358,9503303
1264,9712493
9908286,9808425
9304264,9311316
204338,9804209
3067,9909220
9806232,9706410
3107,9903260
9805488,9406320
103097,6266
110121,9801298
9609434,9605408
9802337,9711351
9604362,9311298
210247,9407339
9908458,9811294
105246,9811249
1101,9805262
9401265,9212224
9406411,9308246
6175,9411330
2039,9806315
9806301,9705442
109140,9308288
9807354,9207214
9906290,9402227
5036,4195
6240,9907341
9609430,9507460
12123,9904393
9805437,9801366
5027,9612313
210147,9804398
207005,9702245
205292,9407247
9808256,9212284
7232,9908526
105183,9501229
107325,9910477
9707451,9604260
9510313,9403295
9905242,9704231
110029,11215
9807481,9705444
4183,9809372
9805422,9711426
9508363,9410242
9406434,9309217
12085,9903535
207147,103217
4239,9402219
9806423,9508359
9810277,9706387
9812392,9605441
5025,9606399
202181,9810466
106343,9903319
9601391,9308365
9710564,9612304
9311317,9304205
211160,9603249
112013,103067
12123,9911337
210155,209035
9502286,9302244
9612377,9608444
9811239,9610471
9125,9903404
9809595,9604317
101132,9811275
9905557,9604437
4146,9907268
202122,111028
9512228,9410280
108029,1166
8156,9712302
9811489,9904282
110355,9407204
106118,9405338
210408,9508401
6107,9907386
9609504,9511315
208058,5293
9709471,9503351
7037,9402274
9801341,9710300
212076,9603430
9907331,9501395
2214,9812232
9510377,9507322
9808439,9312296
6159,9507416
203141,110240
9903385,9612313
209310,204021
9807561,9804311
211042,9905481
9021,6345
4115,9806387
9811376,9409384
6254,9805360
212178,204175
212363,9705261
207265,9209205
9910557,9912330
9808454,9702373
9908349,9612300
9902356,9502407
210242,106219
9701358,9401226
9310362,9212315
9904336,9508275
9711280,9409454
9604432,9603380
207358,9803349
9612429,9507319
9703462,9609381
9609413,9412272
9902372,9610304
9605325,9206206
8088,9903496
202021,111058
102299,9703213
7340,3201
3161,9910205
9812360,9807442
9806376,9801368
9804212,9607355
109119,102001
9712296,9704357
9910283,9606211
9905219,9812397
1005,9705444
105160,9603404
9505201,9304223
207186,9902371
206101,9401219
204304,9411342
9610340,9303202
110412,11154
110101,9911237
9707239,9701341
9612320,9412276
8114,9406271
105185,9211239
110315,9409393
9512371,9502319
207288,9906374
9902419,9806219
12022,9501345
9806356,9307329
205067,9501407
302259,9905560
9806332,9602208
9902341,9506452
208002,9907373
9905377,9806428
9701244,9608276
9901280,9504378
9404247,9309294
105124,9707215
108096,9712224
207319,202058
202122,9811446
103133,9411308
101180,9403347
212357,9411211
9809550,9705234
9503245,9309335
110087,9406334
9910538,9910537
9911228,9901229
6346,5278
9809398,9501369
101350,9412385
9807205,9711322
9310308,9307371
9712301,9609231
9903499,9808272
4049,4048
302177,209187
210390,9611409
6280,9506248
12067,9311340
101253,9909383
9507353,9411303
10267,9408222
201056,107268
9803421,9511342
9805484,9601356
9801331,9606477
9810550,9605368
9911459,9906446
9905212,9801445
8280,7192
12203,9905428
9709450,9606251
9706327,9312349
102172,9811356
9409287,9308246
9811489,9610224
211136,101083
9712221,9204216
9906422,9203223
105267,9703456
105220,9610293
105014,102315
9909406,9705292
8334,4102
202124,201232
208212,207278
111096,2267
9909218,9904262
7313,9309203
110106,2216
8045,6267
9610517,9507366
9805472,9612254
9904446,9903451
302075,9704205
7088,9903364
211454,109186
8280,9402335
9809269,9508343
103210,9907409
111058,9505251
9801265,9601347
11112,9707484
107005,9709388
12268,9907408
111141,9912451
103267,9605456
9902472,9805471
9705444,9302318
111089,9511288
9908399,9804294
111106,9609443
9906490,9504312
9907550,9702415
9905505,9902412
110188,9910349
9708211,9501221
9705341,9506354
202037,103168
9603449,9204229
9608368,9407317
110024,9411334
201253,12308
9706457,9504248
9512317,9308339
106311,103067
2147,9906539
101336,9073
9910509,9709203
9610330,9607480
210359,10136
9508364,9410280
3233,9605264
9601218,9401301
5219,1274
212085,203155
210083,201306
9912330,9206262
4001,9608221
9810375,9607349
9604339,9601362
212144,204184
112112,104056
112226,108136
9809237,9803219
211314,2198
206169,9606346
209052,208196
9909466,9210277
110311,107178
102044,9908514
202142,9710454
9501322,9211266
6174,9512439
9910206,9612479
9908493,9809337
203276,112108
9710455,9701231
207139,201232
9611423,9305204
9908500,9907543
9606372,9412397
201265,7315
205244,9212
12162,9407406
9608364,9503466
9607237,9306325
9609430,9404283
301278,9903435
9607448,9507378
9912358,9809596
9704376,9511341
9801342,9507299
9701202,9606260
302123,301165
9041,9808205
9706344,9603249
9708207,9504408
301108,203079
9912313,9911257
9611273,9607383
205038,204286
9908337,9806305
101091,11251
9604412,9404282
108182,9505319
12354,9907372
9802305,9603247
9412311,9405308
9708421,9603205
104040,11364
9612376,9605447
109067,106247
4211,9511333
9902423,9806263
105017,9409244
102150,9602411
9411290,9307231
207342,201105
9806359,9511288
9806517,9806212
9706320,9208249
9701365,9502262
201139,112247
9809443,9407287
111150,104166
6110,9310320
9912423,9501204
9299,1101
2213,9612363
9810468,9807319
204360,203027
208212,106315
206280,3169
4053,9811501
9511336,9401294
106095,9807443
110214,9712319
109039,9505329
9906434,9905264
201075,9610531
9508296,9409324
9108,9909470
9906378,9707542
9410265,9310312
9802292,9607401
9603307,9309214
9807299,9710543
9703462,9603266
9611214,9510410
6097,9905221
205099,2178
107316,4043
112302,106199
9901285,9811473
9402312,9306201
106352,9907211
210026,9605230
7131,9905368
104087,9610527
9903535,9801412
9408224,9302210
111142,9902430
9704449,9508353
207348,205241
9611422,9409421
204208,106247
9503313,9311227
102290,5123
9603208,9401257
5221,9706334
203043,11272
3154,9807309
9801320,9604370
9707213,9507396
205095,9912409
9808424,9803300
9604421,9406339
9310,9271
9711246,9709223
206133,205073
10318,9311325
209071,101018
9911392,9310355
4129,9809467
210198,12152
9912524,9708483
9909517,9507398
9807262,9404247
1164,9704262
2218,9701330
111285,9705405
202117,201071
9801448,9607383
110335,9711250
102270,9909304
103115,9807278
9609225,9306219
204271,3186
9610419,9408315
9601339,9403215
8183,9307249
9907253,9711316
206093,9508373
9512434,9410385
102183,9705357
9604260,9411203
9808267,9806458
6098,9704333
9608299,9412360
9601208,9307249
110183,9905216
9504380,9503291
211065,209200
101249,3122
108071,106190
9710310,9711324
211093,9812448
111340,9006
9912369,9709484
9907254,9803493
202041,9705243
101097,9610244
9509247,9403276
203088,7298
202064,9912524
9409342,9302234
7165,9906224
9708490,9707435
211434,9306240
11273,9910313
9907360,9602299
106204,9811489
9610229,9608270
9611453,9605401
4129,9904211
9904336,9211320
107247,9905310
9812255,9605389
5134,9905475
9710302,9703284
9808454,9804217
108121,9903453
9808296,9807325
207027,9703445
9804363,9310326
9108,9404277
9606232,9510372
103038,9803466
202020,9605317
9812408,9702326
111043,2078
9707470,9703311
9612357,9512237
204288,101307
9607363,9504415
9809284,9510259
9801212,9709492
9802302,9710521
207126,5196
206162,5261
9709459,9704415
204212,9911321
9911365,9703436
9910336,9812360
202270,9237
9808292,9706315
9808463,9712302
9602326,9507348
11329,9903544
9906465,9406363
9806319,9612217
105292,9911245
9811431,9609279
9711471,9407248
8249,9802414
206031,204206
9710258,9409458
9802209,9712238
9174,2286
9801228,9309284
302147,9505259
301106,107316
9254,9801233
202021,102122
104283,9603366
9910550,9812445
9807527,9612235
9907253,9408255
9611227,9305328
105228,9902443
9907554,9306320
9901403,9510367
9608362,9410333
4129,9811448
9601288,9208213
101333,8316
9602239,9601367
9503350,9203203
9904362,9812442
204052,103163
9809337,9511210
105089,10009
9707232,9611297
211052,101192
9810276,9801297
9910405,9509239
9602250,9407328
112254,109242
202209,9510204
9808292,9801391
9909453,9807525
301092,301072
9711285,9507365
9708258,9606460
204046,9807358
8157,9805494
4105,9509389
9809386,9801270
9503437,9311237
210034,9812513
104101,9808328
212140,202233
9808314,9301247
8144,9909558
102204,1229
9604338,9507378
206076,9504219
108111,7208
9711326,9409254
9511373,9310325
107156,9507344
9706333,9705400
205295,11387
110192,4028
7043,9608458
9712224,9704423
111120,9906445
9910482,9612490
9503234,9409427
202242,9512404
212143,207036
9406228,9306256
103138,8283
9404217,9210240
208209,1152
9911522,9909399
209141,103124
9907432,9709395
9811460,9702400
207186,9805373
204074,9809402
105061,102227
9504399,9408310
9704286,9502417
9904438,9802238
103154,9508380
9610252,9505285
11249,9910502
11153,9808293
9911365,9709445
107144,9905543
112224,9602366
9711284,9402214
9602228,9505253
9907409,9803389
9905226,9710531
102190,9709333
203212,9903451
102035,9501266
1211,9910550
9811212,9512300
9704291,9404225
9406235,9309266
9406341,9305267
107279,105267
9502252,9406427
9804365,9801445
112123,8020
6027,9511221
9711220,9507378
9604438,9604202
104305,2123
9811223,9801260
3031,9710316
107053,9606260
1033,9808412
9605257,9507375
9903203,9812256
8225,9903230
12141,9909481
204057,1133
1104,9908212
9911348,9710335
9806432,9405257
107094,9904301
9602250,9504335
9712371,9603408
9909374,9703284
104100,9807278
1163,9812289
9904460,9307247
9411276,9306314
10328,9503492
203056,9912223
9905230,9405388
203235,108078
9911519,9808320
212178,9802290
9601208,9412367
206169,9606287
9909414,9801397
9133,9506289
207052,9305269
9509260,9302317
208188,9405290
209244,9507414
9801421,9706303
5292,9805266
201043,103173
203219,9902251
9409435,9302228
9908221,9603218
208059,9806321
9803501,9706303
4074,9904353
103182,102147
107264,9809415
208214,203186
204029,6022
9608450,9406289
9709226,9701236
9511296,9408364
103065,9904295
9902217,9502348
9902201,9706438
5252,9707337
9910238,9907489
9501281,9408382
205073,9708326
105268,9909456
9810542,9806387
104282,9501384
9249,5309
210412,9706377
9907293,9708311
8158,9811353
212150,9302228
9912375,9510368
9703317,9607207
